"ID","Title","Status","Target","Content","Media URL","Created At"
"post-23","Bloom Nutrition — Greens Powder for Women","review","Solo ecommerce founders doing $2-10M/year","""Why does my bloating disappear when I drink this?""

This brand is printing.

Bloom Nutrition. 189 active ads. They niched down HARD — greens powder specifically for women.

Pink packaging. Female founders. Women-specific messaging. They carved out space in a crowded market by being hyper-specific.

Most brands try to appeal to everyone. Bloom said ""fuck that"" and went all-in on women 18-35.

Result? They're crushing AG1 in engagement among their target demo.

Niche down or get left out.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/bloom_nutrition_greens.mp4","2026-03-08T00:17:18.288Z"
"post-24","Gorilla Mind — Derek More Plates Authority","review","Solo ecommerce founders doing $2-10M/year","""I formulated this because I couldn't find anything that actually worked.""

This brand is printing.

Gorilla Mind. 145 active ads. Derek from More Plates More Dates built this brand on pure authority.

He's not just selling supplements. He's selling his reputation as the smartest guy in fitness.

Personal brand → product credibility → sales. That's the formula.

Most supplement brands hire influencers. Derek IS the influencer. Owns the entire funnel from content to conversion.

Authority beats everything. Build it first, monetize it second.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/gorilla_mind_derek.jpg","2026-03-08T00:17:18.288Z"
"post-25","1st Phorm — Transformation Challenge","review","Solo ecommerce founders doing $2-10M/year","""I won $50,000 for losing weight with their products.""

This brand is printing.

1st Phorm. 278 active ads. Their Transphormation Challenge is marketing genius.

They're not selling supplements. They're selling a contest where you can win life-changing money.

Customer pays for products + gets motivated to use them because of prize money. Higher compliance = better results = more testimonials.

It's a flywheel. Better results create more success stories. More stories create more customers.

Gamify your customer journey.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/1st_phorm_transformation.mp4","2026-03-08T00:17:18.288Z"
"post-26","Transparent Labs — Clean Label Positioning","review","Solo ecommerce founders doing $2-10M/year","""Finally, a supplement company that shows you EXACTLY what's inside.""

This brand is printing.

Transparent Labs. 134 active ads. They built their entire brand on one concept: transparency.

Full ingredient disclosure. No proprietary blends. Third-party testing. Everything the industry refuses to do.

They positioned themselves as the ""anti-supplement company"" in a market full of bullshit and fake promises.

When everyone zigs, zag. When everyone hides ingredients, show everything.

Transparency is the ultimate differentiator.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/transparent_labs_clean.jpg","2026-03-08T00:17:18.288Z"
"post-27","Ghost — Gaming Energy Drink Crossover","review","Solo ecommerce founders doing $2-10M/year","""Why are gamers drinking this instead of Red Bull?""

This brand is printing.

Ghost. 198 active ads. They cracked the gaming market that energy drinks missed.

Branded as ""lifestyle"" not just caffeine. Gaming setups, streaming culture, esports partnerships.

Red Bull owns traditional energy. Monster owns extreme sports. Ghost said ""we own gaming.""

They turned supplements into culture. The branding is everything.

Find the subculture everyone else ignores. Make it yours.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/ghost_gaming_energy.mp4","2026-03-08T00:17:18.288Z"
"post-28","Bucked Up — Deer Antler Velvet Hook","review","Solo ecommerce founders doing $2-10M/year","""This contains the same stuff that makes deer antlers grow back.""

This brand is printing.

Bucked Up. 156 active ads. Deer antler velvet — the weirdest supplement hook that actually works.

Nobody knows what IGF-1 is. But everyone knows deer grow back massive antlers every year.

The visual is instant understanding. Deer = strong. You want strong.

Weird sells when it's based on nature. People trust animals more than scientists.

Find the weirdest natural ingredient that makes sense visually.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/bucked_up_deer_antler.jpg","2026-03-08T00:17:18.288Z"
"post-29","Pump Formula — Stimulant-Free Pre-workout","review","Solo ecommerce founders doing $2-10M/year","""All the pump, none of the jitters.""

This brand is printing.

Pump Formula. 89 active ads. They carved out the ""stimulant-free"" pre-workout niche.

Not everyone wants caffeine. Afternoon workouts, sleep issues, caffeine sensitivity.

Instead of competing with every other pre-workout on stimulants, they went opposite.

""Pump without the crash"" hits different when you've been burned by too much caffeine.

Contrarian positioning beats me-too products every time.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/pump_formula_stim_free.mp4","2026-03-08T00:17:18.288Z"
"post-30","Kaged Muscle — Kris Gethin Authority","review","Solo ecommerce founders doing $2-10M/year","""I've trained over 50,000 people. This is what actually works.""

This brand is printing.

Kaged Muscle. 167 active ads. Kris Gethin's personal brand drives everything.

He's not just the founder. He's the living proof the products work.

Bodybuilding coach credibility + supplement formulator expertise = unstoppable authority.

Most founders hide behind their brand. The best founders ARE the brand.

Your face, your story, your results. That's what sells.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/kaged_muscle_kris.jpg","2026-03-08T00:17:18.288Z"
"post-1773683412761","Bonlint — 900+ Day Ad Still Running","approved","Solo ecommerce founders","This ad has been running for 922 days straight.

Bonlint. A Norwegian brand selling a body massage simulator. 91 performance score.

922 days. That's 2.5 years of the same ad printing money on Facebook.

The hook? ""100% realistic simulation of kneading the human body.""

Not clever. Not viral. Not trendy. Just specific as hell.

Here's why it works:

→ Pain-first positioning. ""Relieve pain in shoulders, back and legs."" They don't sell relaxation. They sell relief.
→ Feature stacking with emotional anchors. ""Multi-level adjustment, intelligent temperature control."" Sounds premium without saying premium.
→ Direct CTA embedded in copy. Link right in the ad text. No friction.

Most brands kill their ads after 2 weeks of ""fatigue.""

Bonlint ran the same creative for 922 days because the targeting does the work when the message is right.

Stop rotating creatives. Start nailing the message.

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","","2026-03-16T17:50:12.761Z"
"post-1773683412763","Ad Autopsy — The Disgusted Question Hook","approved","Solo ecommerce founders","""Do you think your bed is clean?""

This hook made Bonlint's UV cleaner ad run for 908 days.

One question. Instant disgust. Unstoppable curiosity.

Here's the anatomy:

→ Assumption attack. Everyone thinks their bed is clean. This line makes you doubt it.
→ Emotional hijack. Disgust is the most powerful scroll-stopper. More than fear. More than desire. You HAVE to know.
→ Visual proof. ""It can even remove three thick layers of mites."" Now you're imagining mites in YOUR bed.
→ 91 performance score. Top 1% of all ads in the database.

The pattern: Ask a question that makes the viewer feel uncomfortable about something they do every day.

Works for:
- Skincare (""Think your face wash actually works?"")
- Supplements (""Know what's really in your multivitamin?"")
- Home products (""When did you last clean your pillowcase?"")

Disgust sells. Study this.

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","","2026-03-16T17:50:12.762Z"
"post-1773683412764","Why Long-Running Ads Beat Creative Rotation","approved","Solo ecommerce founders","Hot take: Creative fatigue is a myth for 90% of brands.

I analyzed 100 ads that ran 30+ days. The top performers?

→ 922 days (Bonlint massage)
→ 913 days (same brand, same product, slightly different angle)  
→ 908 days (UV cleaner with question hook)
→ 905 days (another Bonlint variant)
→ 904 days (same UV cleaner, different thumbnail)

All from ONE brand. All 90+ performance scores.

What they all have in common:

1. Pain-first copy. Not one of these leads with the product. They all lead with the problem.
2. Simple creative. No fancy editing. No studio shoots. Just product demos.
3. Direct response CTA in the copy. Not ""learn more."" The actual link.
4. Zero cleverness. No wordplay. No humor. Just ""you have this problem, here's the fix.""

The brands spending $50K/month on new creatives every week?

They're solving an execution problem with production.

Fix the message first. Then scale it for 900 days.

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","","2026-03-16T17:50:12.762Z"
